"feature","id","fc","pval","qval"
"gene","MSTRG.9150",18.0899241693913,0.000341974765095676,0.0121712836432524
"gene","MSTRG.13067",0.569842437524845,0.000342631880270394,0.0121712836432524
"gene","MSTRG.1621",0.663803168944036,0.000343573058497748,0.0121712836432524
"gene","MSTRG.12755",2.34487385959287,0.000345489760318118,0.0121896368299937
"gene","MSTRG.3477",1.74143479669782,0.000346472388897068,0.0121896368299937
"gene","MSTRG.8356",0.742764065210762,0.000349179651258469,0.012214547248397
"gene","MSTRG.11100",0.532532085929033,0.000349566550476688,0.012214547248397
"gene","MSTRG.17291",2.75971148165116,0.000353682678017719,0.0123163376106987
"gene","MSTRG.12010",1.53033097156731,0.000361622987829158,0.0125501564386268
"gene","MSTRG.16086",0.549505702544879,0.000366443435160679,0.0126744861120778
"gene","MSTRG.5862",3.10569634380994,0.000371152941602615,0.0127079350921266
"gene","MSTRG.6867",4.27132048709693,0.000372842597211376,0.0127079350921266
"gene","MSTRG.211",2.36990231439644,0.000373869624513024,0.0127079350921266
"gene","MSTRG.3683",0.48581727293805,0.000374143544953021,0.0127079350921266
"gene","MSTRG.1713",0.395859387850423,0.000374858225811625,0.0127079350921266
"gene","MSTRG.13304",13.9781076265597,0.000375641616215061,0.0127079350921266
"gene","MSTRG.12593",4.71719363789741,0.000376099270649966,0.0127079350921266
"gene","MSTRG.6364",1.44584175893759,0.000379900463303051,0.0127941478397916
"gene","MSTRG.9198",21.9295318039705,0.000382921778894207,0.0128536169584226
"gene","MSTRG.3219",0.740761231340984,0.000386679895065689,0.0129058414225248
"gene","MSTRG.18035",7.39245773425281,0.000386998761155999,0.0129058414225248
"gene","MSTRG.15691",4.90926750035232,0.000390726762834914,0.0129878590841034
"gene","MSTRG.5924",0.676386199617871,0.000392129975724687,0.0129923193898684
"gene","MSTRG.11950",8.32054056573273,0.000396333866346632,0.0130892455601833
"gene","MSTRG.978",0.519566667054733,0.000401518151374014,0.0131982722182672
"gene","MSTRG.11540",0.653204935585048,0.000402213413957742,0.0131982722182672
"gene","MSTRG.14667",0.50202498480564,0.000405893267910074,0.0132252230188391
"gene","MSTRG.12129",0.302872507944867,0.000406529766881381,0.0132252230188391
"gene","MSTRG.5600",0.117553552745882,0.000406910065533728,0.0132252230188391
"gene","MSTRG.11831",0.342864742777259,0.000410109262106495,0.0132691553530563
"gene","MSTRG.8173",0.618557402500213,0.000411814094715801,0.0132691553530563
"gene","MSTRG.14727",1.42261656774409,0.00041523559204748,0.0132691553530563
"gene","MSTRG.4533",2.52260323070341,0.000415672422337865,0.0132691553530563
"gene","MSTRG.784",8.77505052744503,0.000416839115724432,0.0132691553530563
"gene","MSTRG.15582",7.56769022107625,0.000417282347433545,0.0132691553530563
"gene","MSTRG.16276",0.618723566633989,0.000417334247283074,0.0132691553530563
"gene","MSTRG.2482",0.709031025301452,0.000420157748191485,0.0133175697398899
"gene","MSTRG.10552",4.03528531094164,0.000422402653802889,0.0133474023754135
"gene","MSTRG.6843",1.43012810984861,0.00042426749356006,0.0133650787663627
"gene","MSTRG.9110",5.81105022695188,0.00042613969059957,0.0133828777679705
"gene","MSTRG.6810",1.37922034210832,0.000432711421150644,0.0134943421232835
"gene","MSTRG.10435",3.68386859880596,0.000433558703794912,0.0134943421232835
"gene","MSTRG.2577",0.754014992018401,0.000433643148911922,0.0134943421232835
"gene","MSTRG.2912",0.695419160238581,0.000436567317069869,0.0135318584377158
"gene","MSTRG.18239",0.230031395723304,0.000437492199930056,0.0135318584377158
"gene","MSTRG.14729",1.25932933079484,0.000443632299883423,0.0136573458950033
"gene","MSTRG.9162",1.28630717055792,0.000444383800758064,0.0136573458950033
"gene","MSTRG.8455",0.231982786548694,0.000446155759831535,0.0136573458950033
"gene","MSTRG.9149",18.2671843836117,0.000447179246194862,0.0136573458950033
"gene","MSTRG.47",0.756555866326685,0.000448219204993272,0.0136573458950033
"gene","MSTRG.2915",15.4674450390841,0.000450688262584986,0.0136918291760982
"gene","MSTRG.162",3.14824456426684,0.000453360116146273,0.0137322510920282
"gene","MSTRG.10547",5.23046795839576,0.000456356476198017,0.0137822348180392
"gene","MSTRG.641",0.563515090348779,0.000458725405866334,0.0138130314860574
"gene","MSTRG.11387",4.78836662620162,0.000462038403727716,0.0138257119500468
"gene","MSTRG.10013",0.76306212267453,0.000463146283149252,0.0138257119500468
"gene","MSTRG.9691",0.668693658205854,0.000463197811961913,0.0138257119500468
"gene","MSTRG.161",7.67322716864255,0.000482799238760157,0.0143688912977514
"gene","MSTRG.5459",0.215484090354328,0.000485049395546278,0.0143753920912503
"gene","MSTRG.8082",1.88495935949132,0.00048582590970625,0.0143753920912503
"gene","MSTRG.12661",1.30259471956967,0.000489698910495662,0.014448234713702
"gene","MSTRG.3741",1.79663300790375,0.000494812215589224,0.0145558264252986
"gene","MSTRG.17895",1.294036277143,0.000496189043019069,0.0145558264252986
"gene","MSTRG.15234",6.74985097908575,0.000499915542835128,0.0146232437929887
"gene","MSTRG.6709",4.99990675654056,0.000501378986943912,0.0146242680009452
