"","logFC","logCPM","PValue","FDR"
"MSTRG.7446",4.93529181709293,2.54491671175513,2.32030907346449e-05,0.000377710285586722
"MSTRG.11359",4.92726723726803,6.35399445647122,2.50704450954691e-09,1.4681651922171e-07
"MSTRG.9272",4.89506806841474,2.72991456476694,8.637034259012e-06,0.000163847638985314
"MSTRG.16384",4.77448814535786,3.02849876270803,2.26331261204915e-10,1.81065008963932e-08
"MSTRG.14223",4.77030373838623,5.84803206794323,0.000144493125155426,0.00181699731322645
"MSTRG.13976",4.76194371139486,-0.23265634475669,0.000148708735386091,0.001864224971438
"MSTRG.18472",4.75823576257898,4.06690875941969,1.41465671591408e-05,0.000246450224434316
"MSTRG.15737",4.75685845678439,2.27899912830555,5.22145421512812e-08,1.95063473734627e-06
"MSTRG.13972",4.74500834135632,3.82260674537912,0.000363222223716307,0.00397192647517113
"MSTRG.9198",4.74063371652589,4.74814154888297,1.31778786655559e-05,0.000232236238511825
"MSTRG.13755",4.73939461622786,3.4609967336137,3.97683041713591e-12,4.44769659168686e-10
"MSTRG.13315",4.69264231457549,6.85513857217223,3.34640891410072e-14,6.35817693679138e-12
"MSTRG.12474",4.68992927304911,0.7285606665364,4.90024867723896e-07,1.36667486044096e-05
"MSTRG.16456",4.66060914581371,-0.642327969684075,0.000103958649429457,0.00138006242037358
"MSTRG.11421",4.65789730442148,-0.294230176545907,8.22110759377394e-05,0.00113633063344824
"MSTRG.2629",4.6102578240779,5.10909273624605,1.7922719002476e-05,0.000302694809819594
