"","logFC","logCPM","PValue","FDR"
"MSTRG.5454",4.60778515967223,2.31290546942023,4.37046810643744e-05,0.000651285443312247
"MSTRG.16739",4.58707512455218,2.71398426501899,4.02340974576936e-12,4.44769659168686e-10
"MSTRG.5659",4.57986586177217,0.299302328093217,0.000217141966998318,0.00260399045236642
"MSTRG.12806",4.57087720619752,8.09357755570485,4.24707819252271e-05,0.000636799886819681
"MSTRG.15040",4.51659078055263,3.74558178131592,1.13239081688568e-09,7.20935724258107e-08
"MSTRG.969",4.5097950619869,7.69040782128224,0.00016930900171982,0.00209014970651067
"MSTRG.17721",4.47308901344709,4.44320015899871,0.00228239119361362,0.0180319505328853
"MSTRG.16165",4.46654347834309,3.13713020286928,3.29486502810985e-11,3.15476840486738e-09
"MSTRG.9053",4.44204073703496,9.28664719441034,0.000598105940593016,0.00597614481315618
"MSTRG.5704",4.44024839635052,3.44759211006225,5.64631685465519e-08,2.07429646382499e-06
"MSTRG.15696",4.42916531584369,3.87918394269341,5.08557869284616e-10,3.64224343683518e-08
"MSTRG.13975",4.40653630716125,1.39694961840218,2.15179845631876e-05,0.000355998220800491
"MSTRG.9150",4.39352866637869,3.43306894386808,3.38789054016849e-09,1.83096662081995e-07
"MSTRG.261",4.39048575807557,0.527807500034099,0.00536559164551012,0.0363485205623416
"MSTRG.5702",4.38719786701359,3.77617823489437,6.20555430182698e-10,4.3367551902423e-08
"MSTRG.16811",4.36329185024579,5.42023436626167,1.04017338034947e-06,2.64281248661002e-05
"MSTRG.13313",4.34651214018697,5.96199243830209,1.56405181903835e-13,2.50248291046136e-11
"MSTRG.2986",4.34501353982495,3.55453888851276,0.000802173549177316,0.00761469973301808
"MSTRG.13737",4.3338528242769,6.51412038347331,7.07169923917937e-08,2.54413795113672e-06
"MSTRG.3950",4.31546760963329,7.88524339745119,1.08853130569783e-09,7.0034606758125e-08
"MSTRG.1072",4.28683857830407,3.78975062187347,2.1167320859392e-17,6.77354267500542e-15
"MSTRG.16738",4.27493698673249,4.11029823291456,5.52354921720503e-07,1.51275582164895e-05
"MSTRG.8891",4.25964645887489,5.99510800920509,6.45387804871075e-10,4.43385068205213e-08
"MSTRG.13304",4.24520197513499,7.10269320085978,4.71891661212061e-07,1.32216649777388e-05
"MSTRG.7537",4.24046218374991,7.48453022278825,3.9821273875888e-08,1.56216990295405e-06
"MSTRG.15039",4.2361096875007,5.20021631243602,7.86555510606103e-06,0.00015085985818565
"MSTRG.5828",4.22872157281878,0.95786615908913,1.28155779487148e-06,3.13556192869965e-05
"MSTRG.9149",4.21130607089231,2.90606730556727,3.02920023436278e-09,1.68968233256199e-07
"MSTRG.9100",4.21089491661485,0.577281866350053,3.8196713789265e-08,1.51788248260609e-06
"MSTRG.15054",4.20846952001639,2.18486971511548,2.58298675397579e-06,5.78436812676714e-05
"MSTRG.1112",4.1907327257365,7.06755141044819,1.27892669248877e-05,0.000227364745331337
"MSTRG.5761",4.19016064341147,1.41290395769069,6.03039559753137e-08,2.18894359599945e-06
"MSTRG.9194",4.17714238551067,2.5947103699587,0.000134143562935105,0.00171523209809766
"MSTRG.15360",4.16268329687284,4.28177781737085,3.86381709691886e-15,8.54254834518789e-13
"STRG.7392",4.16169175716731,0.776098587075841,1.24490750586711e-05,0.000222618753990354
"MSTRG.18168",4.15223257470824,6.00525369199258,1.82378942009935e-13,2.77215991855101e-11
"MSTRG.7252",4.13452065298211,4.29931674587415,3.37262699605324e-10,2.54727604173959e-08
"MSTRG.15011",4.12903901769948,6.01051053973218,6.94517793211977e-06,0.000134909526604755
"MSTRG.2632",4.12867501615409,7.22875085671937,9.22582509392272e-07,2.37682273606145e-05
"MSTRG.2633",4.10398935795411,3.75489312622434,1.48302375543671e-06,3.55691693611646e-05
"MSTRG.14393",4.0993221333759,0.00099972393079424,0.00466022038988362,0.0325305854999913
"MSTRG.4820",4.097427210856,1.99434940951825,1.22915559387306e-06,3.04410020804406e-05
"MSTRG.12021",4.08217311848491,3.90469575365523,1.57455670741839e-19,7.0913368748917e-17
"MSTRG.7500",4.06981567810783,9.01209591418286,0.000601304971839011,0.00599333480128063
"MSTRG.9427",4.05657315797422,2.12207411806846,1.11960416096129e-08,5.09902119748663e-07
"MSTRG.2915",4.05598522711339,5.99118952732699,3.4407513824383e-07,9.98556964449873e-06
"MSTRG.10830",4.05033426698582,0.874903701135099,2.99415002746614e-06,6.50158291678362e-05
"MSTRG.3037",4.05024726205289,9.13538408618192,6.10645170723015e-06,0.000120542942792076
"MSTRG.11362",4.04830045869955,6.74692085127919,6.0552312681041e-05,0.000870350026242859
"MSTRG.11133",4.04263774166397,0.811134518058721,8.88087522442791e-05,0.00120931066885827
"MSTRG.2211",4.04177772260304,0.742233426928041,1.02587417047172e-08,4.77955169078011e-07
"MSTRG.5107",4.03295504003218,9.21652241704377,0.000118152491468193,0.00153333436099597
"MSTRG.16627",4.02759098526082,2.80535228459172,0.000987323444761139,0.00897298437092336
"MSTRG.7577",4.02678388365666,8.24017965746305,3.54860335613524e-05,0.000548995124816852
"MSTRG.13309",4.02235609522502,9.25831475918942,3.2662310468533e-08,1.31951393786499e-06
"MSTRG.16740",4.01817362935179,5.08006780739883,4.937805190588e-05,0.000727802559000607
"MSTRG.5099",4.01597964080479,8.86167303267325,0.000362695693103209,0.00396973863918544
"MSTRG.18167",3.98833754395665,7.18944283792969,0.000509962018421835,0.00526412406112862
"MSTRG.962",3.97829524219451,7.86311275332445,1.9001348091727e-07,5.89429573457655e-06
"MSTRG.6231",3.96586553444629,2.04986357139762,1.98138408689021e-06,4.55456153054535e-05
"MSTRG.1850",3.95575721467111,5.23816270456807,3.56735166035301e-08,1.4269406641412e-06
"MSTRG.5368",3.9338100375256,5.72748340067184,5.63576882761121e-07,1.53656836196754e-05
"MSTRG.16846",3.92939795822985,4.90081248653962,0.000903884990900228,0.00837747064736797
"MSTRG.5259",3.92856309703369,2.25695504149705,0.000749503282192566,0.00717070016637419
"MSTRG.5623",3.92256575800034,5.80413596001598,4.0997524788829e-23,2.26604500650982e-20
"MSTRG.13312",3.91782741493903,0.646434749467328,0.00413455914421446,0.0295395059892173
"MSTRG.9143",3.91022728967883,7.82512127939536,0.000369218465430353,0.00402722946260772
"MSTRG.5294",3.9022913986014,5.83608617658991,3.88782362336314e-08,1.53493296299012e-06
"MSTRG.11484",3.89912652715943,4.41148290633272,2.09861057930245e-05,0.000349081116200146
"MSTRG.9078",3.89110140119934,5.89176333484808,0.00051120659390925,0.00527249548934392
"MSTRG.13102",3.882218913206,0.284688787878525,0.00011439788749718,0.00149487544649477
"MSTRG.11807",3.88000310176318,4.43313882185489,9.03198555571328e-06,0.0001705418390644
"MSTRG.10682",3.86351179215503,6.35045870250632,4.88923057851864e-08,1.85731711434532e-06
"MSTRG.9269",3.86002425153746,8.95941219830291,1.88836825273653e-05,0.000318040968881941
"MSTRG.17207",3.83604200137613,3.06060555869301,0.00111170246550454,0.00993992792686408
"MSTRG.15267",3.83496432943766,1.6718086226276,1.54545539094011e-09,9.53946068722424e-08
"MSTRG.9246",3.82460112712052,3.7040146986714,1.6348238285839e-06,3.85369744146328e-05
"MSTRG.16455",3.81620622280811,4.20013440728665,0.000726202047237362,0.0069807248177125
"MSTRG.8633",3.81389757250267,-0.0686483522039522,0.000501823169991388,0.0051977595801493
"MSTRG.8967",3.80839413907524,5.68375324360052,2.83178575788584e-07,8.43983206271858e-06
"MSTRG.5196",3.79884718696914,3.7085759839358,2.70086624289764e-13,3.88565216114623e-11
"MSTRG.9077",3.79496392982379,9.22203414908003,0.000261258252632704,0.00300558216841408
"MSTRG.10729",3.78987499468986,6.59077635681634,0.000142225059553298,0.00179218313385296
"MSTRG.9151",3.78535383968315,5.65795923522978,6.03093911351242e-05,0.000867884255861669
"MSTRG.5208",3.77367445266909,0.730276672206771,6.67411437810167e-05,0.000945888471302055
"MSTRG.3455",3.77088351116236,7.96464879745774,2.68596917079584e-05,0.000426946210678136
"MSTRG.10244",3.76103990655017,0.48726915728398,0.000313371251050855,0.00348955532305714
"MSTRG.1063",3.75343400869282,8.78706032799246,8.54390974035469e-07,2.21522265336275e-05
"MSTRG.5738",3.74563107315816,6.02817700695769,2.04610401795175e-07,6.3148794056582e-06
"MSTRG.15015",3.73872101193983,4.51031686084306,4.00379555916756e-12,4.44769659168686e-10
"MSTRG.15051",3.73860356455442,7.17916563906252,2.08759728236016e-07,6.41039973573222e-06
"MSTRG.12230",3.73395033498188,6.63408595740318,0.00110312420531118,0.0098778584594162
"MSTRG.15430",3.7323558255236,4.11769106734246,2.41318410169246e-08,1.00839583081032e-06
"MSTRG.15046",3.72593688852274,2.98375768827338,2.95402849935555e-07,8.71868605635036e-06
"MSTRG.9434",3.72080430702538,7.06209183665794,1.26867598867647e-08,5.67172794937714e-07
"MSTRG.15693",3.71967567833252,2.88412813243364,9.45881454520892e-08,3.30514899050978e-06
"MSTRG.4673",3.71124785310624,6.42248503094948,0.000262395763405803,0.00301581520133702
"MSTRG.15255",3.70987407072553,1.17275346068205,0.000599024102204487,0.00598040482989044
"MSTRG.7032",3.70683804584739,1.52675335543982,2.1836483281771e-06,4.95394844601371e-05
"MSTRG.4313",3.69681869089744,1.70061293670104,0.000205087243322674,0.00247898695706135
"MSTRG.13307",3.69051890685521,5.87512311008214,7.83576615969061e-08,2.78605019011222e-06
"MSTRG.10245",3.68909072553042,4.67395704898975,1.37272694453628e-07,4.45129590548297e-06
"MSTRG.3724",3.68273956773888,3.72852706408392,1.11640795999891e-10,9.62802893162184e-09
"MSTRG.14621",3.6816909432893,3.0815334981239,1.23028891090652e-05,0.000220328617917869
"MSTRG.9435",3.67672548479459,5.65555454541249,1.87885985349688e-05,0.00031687844408491
"MSTRG.13184",3.67133718562778,5.4982978031589,4.16801588765792e-06,8.61957027107489e-05
"MSTRG.7575",3.66990852078021,5.25532565653287,5.88411522650523e-07,1.57948876720317e-05
"MSTRG.10496",3.66964350413651,6.67248154094079,9.30548756974221e-05,0.00125867329085723
"MSTRG.11360",3.65790954991191,6.19037197646346,1.61160615158643e-12,1.94030998052386e-10
"MSTRG.17997",3.65199947884072,3.85301164672967,1.18636343564246e-19,5.54853052977394e-17
"MSTRG.8230",3.64908580560968,2.86986253016169,1.01549271257136e-09,6.56829328982329e-08
"MSTRG.9382",3.64722628109204,2.51057397464924,2.92051194529274e-06,6.39521646066122e-05
"MSTRG.16457",3.64234831731006,1.15702469177785,0.000316020680309289,0.00351583849273646
"MSTRG.15678",3.64217290877792,3.60107840689753,0.000553542355782133,0.00564094371218169
"MSTRG.12393",3.63807761192773,2.12924739047349,6.5395112496363e-11,5.97898171395319e-09
"MSTRG.17797",3.6293254491362,4.1300852491638,1.75114898969587e-06,4.09499456051958e-05
"MSTRG.3660",3.62870483401393,3.64811960827243,2.00165491875593e-05,0.000334342360055936
"MSTRG.18035",3.62868868490674,4.93289670213699,3.01259144462546e-08,1.22929905928341e-06
"MSTRG.8289",3.6144642231214,3.62409467703976,1.45640975790248e-06,3.50691933784044e-05
"MSTRG.17011",3.6075919498989,1.1372829952608,5.85725437558784e-05,0.000846899086886422
"MSTRG.17602",3.60301289357331,2.92231880370563,1.44753049993802e-06,3.49245453953299e-05
"MSTRG.11289",3.59047512367047,4.43709335386108,6.65327704332687e-17,1.9704278010635e-14
"MSTRG.8327",3.58921390555217,4.32352026065611,3.64748488059074e-10,2.70447659438923e-08
"MSTRG.6784",3.55948110578748,5.78525331350426,3.0159238753507e-05,0.000476280965250189
"MSTRG.6136",3.55274610490942,4.71378299069296,3.88023967211696e-08,1.53493296299012e-06
"MSTRG.5295",3.55053901683655,9.98892670149647,0.000116320790248205,0.00151441200151838
"MSTRG.4672",3.54905874696428,6.01334415243731,4.3658502507521e-05,0.000651285443312247
"MSTRG.9152",3.54205550261275,3.23926216808587,1.3477101468275e-05,0.00023716577981798
"MSTRG.12961",3.54166415929471,6.5783381155113,1.65633608516708e-12,1.97461243094428e-10
"MSTRG.18269",3.54112588719076,9.48442906700531,3.2324627909326e-06,6.90803998905806e-05
"MSTRG.4671",3.54090889029821,7.86853031195526,2.25503826796936e-07,6.80428420310357e-06
"MSTRG.1897",3.53815679793184,8.70216114270891,0.00347056264136538,0.0255460300962488
"MSTRG.8310",3.5325107679165,2.41046427860244,4.37069373113167e-08,1.68188720792915e-06
"MSTRG.3458",3.52970550073546,9.45026687232705,3.73244455740624e-05,0.000573786672794688
"MSTRG.5624",3.52954823688853,3.05229094007607,8.19630662240233e-10,5.44628899062363e-08
"MSTRG.15681",3.51289241279306,0.26364159869677,0.000818147295490483,0.00773012518505382
"MSTRG.11364",3.50932460922398,5.9277424995842,0.00110039157956482,0.0098751008173492
"MSTRG.953",3.5021343552761,1.50096666613908,1.24989289879764e-14,2.57605044904734e-12
"MSTRG.17937",3.50071342437666,1.86999907501141,1.95598700956931e-06,4.51324516819028e-05
"MSTRG.9211",3.49734143405768,6.52081123370336,0.000627809285017363,0.00620175204255508
"MSTRG.14414",3.49310322243309,0.0753458723751019,0.000150127386315155,0.0018800710788798
"MSTRG.12156",3.48647498605359,3.23276096160505,0.00241504436097739,0.018897644420518
"MSTRG.7543",3.48047372767002,5.81840548610811,4.92183607055557e-07,1.36955438485024e-05
"MSTRG.5494",3.47778617804906,2.39795031218119,1.31931262051098e-08,5.85505162971298e-07
"MSTRG.11132",3.47118517038034,3.14019185649578,1.04104208970905e-06,2.64281248661002e-05
"MSTRG.3534",3.45709944086461,8.06465536874848,6.80516537143811e-05,0.000962218731589388
"MSTRG.17789",3.45241873418075,5.77831965360285,4.0236799990413e-16,1.041020186986e-13
"MSTRG.12000",3.44627246973563,3.16011936788604,0.00302996438339709,0.0227434363593263
"MSTRG.13805",3.43139711308843,2.09727842557095,1.2237653231965e-18,4.80031817099016e-16
"MSTRG.1892",3.42358113692877,6.15956750568345,0.000259244786770407,0.00299374796498399
"MSTRG.5366",3.41745513673587,0.658448604952513,0.00526794606427366,0.0359272148859045
"MSTRG.10069",3.41618307194354,7.11036764008681,0.000611152205615481,0.00606662107778306
"MSTRG.7536",3.41170412039564,1.80546624971105,1.75924415592171e-05,0.000297944414150529
"MSTRG.12497",3.39937747496543,3.25748486746243,3.27891605220294e-08,1.32025229121814e-06
"MSTRG.15041",3.39746882069342,5.5650498835245,0.00118040169085767,0.0104726023663443
"MSTRG.11986",3.39720950493625,0.778179463813305,7.2917526129864e-05,0.0010237905812172
"MSTRG.4758",3.39712418526274,4.76142148459127,0.00039726304301748,0.00426365278295901
"MSTRG.15013",3.39704813654534,4.26040984670509,0.000178887112187423,0.00219280976229745
"MSTRG.6847",3.39603864434241,5.63851570459432,0.000579905690935055,0.00584714195835014
"MSTRG.9424",3.39498358471336,5.89711826429835,0.000407682483347808,0.00436156603016949
"MSTRG.9146",3.39048740263634,3.13428339971285,0.00156852517088118,0.0132824925751424
"MSTRG.9099",3.38794860090066,-0.316423453204746,0.0004314941911775,0.00458250599538725
"MSTRG.23",3.38385140161482,2.27050632605901,0.0014206498835794,0.0122779691430885
"MSTRG.5111",3.38224886201266,0.289203893369882,0.00291952845317096,0.0220643045311118
"MSTRG.5846",3.37843921553623,-0.0695024095064283,0.000124319272964388,0.00160480080599464
"MSTRG.453",3.37547884878084,5.46154928025208,0.00047410616633541,0.00496994050227464
"MSTRG.13968",3.37013524638222,1.2154671558686,8.38538701387521e-06,0.000159821796377308
"MSTRG.9630",3.36755907422417,2.79604534010465,2.87410939011856e-06,6.33137141011624e-05
"MSTRG.5637",3.36555770616409,3.57366098662132,1.64837592357864e-07,5.20629902096528e-06
"MSTRG.3581",3.35706214339925,3.69218087620015,0.000243366056466989,0.00286202248224234
"MSTRG.824",3.35490344867031,1.82264125267619,1.12956943104152e-05,0.000205314862204259
"MSTRG.12426",3.35025148027645,4.10754673727288,1.46227165683307e-05,0.000252600159729472
"MSTRG.14230",3.33527813613866,9.21891962565803,5.25536658220433e-06,0.000105803406688087
"MSTRG.10218",3.33049180725411,0.920952797757272,8.49369856535515e-06,0.000161380272741748
"MSTRG.12394",3.32954646944707,4.53205258996624,8.03034697724971e-06,0.000153777983060404
"MSTRG.12251",3.327619589913,5.8617178486926,0.00166565433299687,0.0139974821625722
"MSTRG.8966",3.32478389104679,1.04968292246385,0.00374541225818917,0.0272230801312494
"MSTRG.9068",3.31786631657158,2.56038257314799,1.61979620903343e-09,9.84836095092324e-08
"MSTRG.18459",3.31286035437326,1.3631145066921,0.00504163713839632,0.0346363319790391
"MSTRG.15361",3.31262347752471,3.21348032232533,5.42966481481642e-09,2.74429246084327e-07
"MSTRG.8293",3.30556099687572,4.36642615014734,0.00023918556266094,0.00282378295335634
"MSTRG.26",3.30501098302067,2.09188106945166,4.17828820280626e-05,0.000627259068470668
"MSTRG.11287",3.30282626803527,1.91231006230861,4.96145251968552e-08,1.87364169687503e-06
"MSTRG.7878",3.29764557359479,4.15681186490525,1.10211596516824e-12,1.34017301364458e-10
"MSTRG.11950",3.29697016358864,6.55261790274225,1.09976246378839e-13,1.78308154128892e-11
"MSTRG.407",3.2840223442118,6.5931321938052,6.66174626060741e-13,8.61774835414745e-11
"MSTRG.5101",3.28120750485974,1.32413069567438,9.26543648798648e-08,3.2469080027065e-06
"MSTRG.1380",3.28096727850896,1.81209018936521,5.37549981564465e-05,0.000784706815825198
"MSTRG.3580",3.28027061474911,9.49178007643982,8.15989315967578e-05,0.00113011732143118
"MSTRG.10554",3.27389733615519,4.64075030374325,0.000808331848553137,0.00766717260406095
"MSTRG.15582",3.26444808536187,3.46414760684555,3.61664261078866e-09,1.92045301952795e-07
"MSTRG.18425",3.2597582023753,7.6940396709486,4.98579730798497e-08,1.87700604535905e-06
"MSTRG.4760",3.25677464570824,1.52950425843173,4.84462605840047e-13,6.5456280966833e-11
"MSTRG.2601",3.24108611397642,1.17842051603471,2.49463119974235e-06,5.59681095735554e-05
"MSTRG.2210",3.23540298596241,1.46367732750195,0.000135796452572136,0.00172548052589047
"MSTRG.784",3.23345690542656,4.99073997787678,6.80575391814695e-17,1.9704278010635e-14
"MSTRG.14702",3.23071246542884,5.69996333081555,1.38628269903417e-09,8.64471672833613e-08
"MSTRG.4235",3.22519956572556,6.12965736999131,0.000285893672258587,0.00324600098474735
"MSTRG.9543",3.20422874714417,9.11800314684143,8.06652975398129e-05,0.00111973746356635
"MSTRG.12771",3.20356913629555,3.51448339450614,0.000257801831988007,0.00298275002566523
"MSTRG.15758",3.20061917660869,1.75712929535927,2.23179506184474e-07,6.78465698800802e-06
"MSTRG.16120",3.17518156225549,2.64631934447352,2.37743935479922e-05,0.000385462167391448
"MSTRG.6709",3.16811796061688,3.35283677572775,2.74807636396855e-13,3.88565216114623e-11
"MSTRG.5523",3.16655206841778,1.02854649570623,0.000910985507951779,0.00842401808113584
"MSTRG.5014",3.16645200327588,1.13550099492963,0.000209240973708158,0.00251917845573387
"MSTRG.15704",3.14355817258773,2.64080921712047,0.000173156544435225,0.00212900260903169
"MSTRG.16937",3.13030420076208,4.7941073753508,1.33600562070013e-06,3.24916566954272e-05
"MSTRG.12772",3.1142424215944,4.40373262156942,6.41606727023875e-05,0.000914646869942593
"MSTRG.1365",3.11408381518962,4.27220357383945,3.31006314908732e-06,7.06146805138629e-05
"MSTRG.13403",3.1103730417596,3.30736415939551,1.57945335875334e-10,1.30960419075333e-08
"MSTRG.2987",3.10740896072695,4.3438708701063,0.00276182473900925,0.0210688763026051
"MSTRG.161",3.10673126239769,4.70727143781499,1.92287434594141e-13,2.88668543785772e-11
"MSTRG.1765",3.09762972794918,2.19823186381188,2.49709365537798e-14,4.97781292613054e-12
"MSTRG.9147",3.09327575898748,5.19355342947941,0.00255730615644617,0.0198448263320903
"MSTRG.5791",3.09117777034785,1.83225482015445,5.33132809814972e-10,3.79116664757313e-08
"MSTRG.7576",3.09110477763644,6.53910761723875,0.00135489541423023,0.0117682344550283
"MSTRG.12769",3.08749002629789,3.31753820793447,8.80691341863658e-05,0.00120328165360248
"MSTRG.3661",3.08000194292345,3.65878520869175,0.000442994933264007,0.00468418990303506
"MSTRG.4967",3.07670230928632,1.91769953535341,2.52828141351529e-13,3.70408457690915e-11
"MSTRG.13767",3.07593656965295,1.30265334209642,9.16013160870124e-09,4.35106251413309e-07
"MSTRG.18101",3.07522250084963,4.65510406421831,0.00189495435024307,0.0154441319698095
"MSTRG.3302",3.06527474792295,-0.262711482578561,0.000650847861592875,0.00636710377873641
"MSTRG.7524",3.06491445898661,4.17954936864233,1.25085208238037e-05,0.000223012588326051
"MSTRG.12893",3.06404796784295,-0.170281353169654,1.19861483616159e-05,0.000216069485775528
"MSTRG.10054",3.05890765172571,0.264352987065056,0.000253753679749501,0.00294994717567298
"MSTRG.13973",3.05729797801873,3.78850830978686,9.35643370031838e-13,1.17293024531826e-10
"MSTRG.17651",3.05601047946532,1.21822763224059,1.02875403014016e-07,3.5238447905646e-06
"MSTRG.4945",3.05379275063436,3.99157554698595,0.000639434780707985,0.0062857938022709
"MSTRG.16111",3.04803845756758,1.83930514039891,3.04506844635073e-07,8.94396915643114e-06
"MSTRG.4752",3.04674309882876,1.91252063652687,3.60763769869221e-09,1.92045301952795e-07
"MSTRG.4831",3.04583615377834,5.19644599066856,0.00643805055682574,0.0420444117996783
"MSTRG.10987",3.03178755166186,10.3617320520484,1.3028170217025e-06,3.17480059797644e-05
"MSTRG.10546",3.02975740612717,2.77553680566602,6.71488972685492e-05,0.000950559477049544
"MSTRG.10641",3.02763619502616,6.35707930802481,1.77248486230404e-07,5.5550041045405e-06
"MSTRG.7573",3.02544040591468,1.09970170582168,0.00149863510342227,0.0128243510609534
"MSTRG.10229",3.02517346842161,0.352630423679619,0.0013540730074214,0.0117682344550283
"MSTRG.14440",3.02500312253405,3.70061877859703,4.62545057166276e-09,2.41396905370898e-07
"MSTRG.8163",3.01622374498496,2.58856066260263,8.89445394318222e-08,3.1349727521477e-06
"MSTRG.15234",3.01532914886166,3.73339343721613,1.69753347882257e-13,2.64641116698493e-11
"MSTRG.15618",3.01142419448961,7.96243996682637,0.000150563426934334,0.00188359184312911
"MSTRG.3014",3.00588359056694,5.23869053124776,3.05147429965332e-06,6.59075088521924e-05
"MSTRG.3821",3.00382452549808,4.36137153672741,5.00248434595605e-08,1.87747560638351e-06
"MSTRG.12952",2.9960420577745,3.70148049074865,2.57749709228387e-17,8.03650375440304e-15
"MSTRG.3479",2.99295164672335,8.21673272179737,4.70295818547199e-10,3.40637949904391e-08
"MSTRG.14800",2.98912563873119,7.54737531391329,5.50560242330876e-08,2.03489743062111e-06
"MSTRG.13892",2.98892706104778,4.61396341021529,2.70717016958656e-14,5.30954665518912e-12
"MSTRG.5365",2.98574248155343,1.56003009164063,0.00011114607577821,0.00145796794116832
"MSTRG.16286",2.97065355622636,1.41631350037375,9.86746639477202e-11,8.69481096814694e-09
"MSTRG.9153",2.96959452060617,1.84022141645415,9.53694896196761e-05,0.00128426688125721
"MSTRG.14589",2.95925289289855,6.35537860189818,1.36794220311577e-10,1.15515119374221e-08
"MSTRG.17280",2.95550499954041,2.64131263433413,6.86283796623348e-06,0.000133737355239422
"MSTRG.11489",2.95548332107924,5.00686713196401,8.87884981629554e-14,1.47899744885142e-11
"MSTRG.14232",2.95239135103131,8.65780864312388,1.39897907002405e-05,0.000245123710252053
"MSTRG.10547",2.94303685445099,3.94402808133303,1.1260753999017e-14,2.36087532117322e-12
"MSTRG.15362",2.94202639830224,2.79713242698642,8.48243405187975e-06,0.000161380272741748
"MSTRG.6211",2.93154975900239,3.90947439792163,4.7287227781096e-11,4.3894098459399e-09
"MSTRG.16470",2.93116129095453,4.85738061900519,8.54207081590189e-09,4.10559609175364e-07
"MSTRG.2985",2.93079198485791,4.98117421758683,0.00661459503327486,0.043035567471708
"MSTRG.16516",2.92258273051542,1.64042298553107,0.000841753824130886,0.00792852556268906
"MSTRG.1844",2.92168511656162,3.8956178161866,0.00101024400223733,0.00917443395609104
"MSTRG.599",2.92127998588909,12.5943502618924,2.02888902120266e-08,8.59626846614089e-07
"MSTRG.14533",2.91689790498437,5.97062246664924,3.84403040716862e-05,0.000586491966764999
"MSTRG.4854",2.91224805957126,2.68187726914453,6.36304792078603e-07,1.70054203773095e-05
"MSTRG.3869",2.91192945709716,9.52209387701312,1.38684153345151e-08,6.13236110791649e-07
"MSTRG.8647",2.90775143737114,0.547042076871676,1.50685483418091e-06,3.60695960307872e-05
"MSTRG.4886",2.90335139024508,0.886650270229291,3.54781699841848e-05,0.000548995124816852
"MSTRG.2584",2.90210988162047,4.61508377216337,4.95572306453561e-12,5.42897229412189e-10
"MSTRG.18098",2.90140624058016,2.03530695523321,0.000687316926254948,0.00666489140610859
"MSTRG.1970",2.89463365415853,3.66869464773914,0.000887417329304477,0.00829438487651225
"MSTRG.7969",2.89457395046107,12.6261845245819,1.5555960872106e-08,6.77994567042325e-07
"MSTRG.4957",2.89108585350614,5.05172780893561,0.000557357516029361,0.00566522571317728
"MSTRG.11713",2.89071970123748,1.91517699762182,4.41617878936813e-07,1.24307254811844e-05
"MSTRG.13576",2.89055956464818,0.655003605408388,0.000886051248658938,0.00828798706437899
"MSTRG.12593",2.88552822874137,2.83046271487892,5.45615117653756e-12,5.92382127738364e-10
"MSTRG.7574",2.88503340984361,1.54657310538078,0.000141637182300981,0.0017866266979045
"MSTRG.11985",2.88487871494939,1.97746541886195,0.000235960404611882,0.00279384471283396
"MSTRG.6866",2.87902778450177,7.54173745308711,1.16078580105639e-08,5.24726964343706e-07
"MSTRG.15719",2.87853128611933,2.76004834393998,0.00181624873199676,0.0149503290429856
"MSTRG.9144",2.87540602596377,1.73187089614077,0.00125167074723173,0.0110113170004849
"MSTRG.8328",2.87173357529147,3.03590153052593,4.24179895566032e-07,1.1995412860658e-05
"MSTRG.3226",2.87098340133438,5.03094309049783,1.06566533332383e-05,0.000196340764442694
"MSTRG.14208",2.87085086697434,0.285686300740823,0.00504904308654689,0.0346676250324168
"MSTRG.9110",2.86413152515379,4.93955534212864,5.41444483744975e-16,1.34366631068141e-13
"MSTRG.16973",2.85775394181291,1.50928903403922,1.05994702098609e-08,4.88500902354976e-07
"MSTRG.15030",2.85287517859431,4.21685187813317,3.9363866741316e-11,3.7105784463132e-09
"MSTRG.3110",2.84850378046097,2.0707279639362,0.000103456034229871,0.00137639537881317
"MSTRG.5498",2.83763034390993,2.06541019248808,0.000665139807002522,0.00648604655425074
"MSTRG.16953",2.83625914749257,2.2462152446843,0.000173898095360958,0.00213596044402955
"MSTRG.11365",2.83305071491064,2.92587925949054,0.000704206674105481,0.00679615329930369
"MSTRG.15955",2.82475837285892,2.83468699552857,5.50256513282698e-08,2.03489743062111e-06
"MSTRG.14820",2.82406364536643,2.95099392143732,2.0085054870912e-09,1.20908053084302e-07
"MSTRG.6904",2.81639908867326,4.86307013637028,9.24537531149174e-10,6.04428837568492e-08
"MSTRG.10453",2.81333078467598,2.02210616004349,2.79624532344438e-09,1.57600933804314e-07
"MSTRG.5369",2.80783324370841,4.34375586757684,2.13473541706943e-05,0.000353656439667089
"MSTRG.13379",2.79711620987983,3.02627594719145,0.000532312263215916,0.00545317364844612
"MSTRG.1322",2.79451988615142,4.32036565859057,1.78234324084002e-07,5.57154082483665e-06
"MSTRG.11358",2.79057737632082,1.02120324101835,0.000758552771196858,0.00725157366175613
"MSTRG.15690",2.7904516745189,0.173275890174264,0.00359358309155974,0.0262924009587042
"MSTRG.13311",2.7854066702028,4.32353654122444,3.50866676930437e-07,1.01342964168031e-05
"MSTRG.8322",2.78501201401822,3.44067498484078,5.22949773334608e-08,1.95063473734627e-06
"MSTRG.14126",2.78243769955207,4.35564677874023,0.00395786530939594,0.028420325805196
